,input,output
3254,"['Action', 'Comedy', 'Drama']",Summary: Three brothers are separated and united after many years - one is brought up a Hindu  another a Muslim and the last (and most memorable) a Christian. Hilarity and adventure ensues.
3255,['Drama'],Summary: Coming from a poor and destitute family  Urvashi is encouraged by her mother  Shanta (Sualbha Deshpande) to be on more than friendly terms with a much older male  Keshav Dalvi (Amol Palekar...                    
3256,"['Drama', 'Family']",Summary: Atin works as sales manager for an automobile company in Bombay where he falls in love with girl Veena  daughter of a multimillionaire Mr.Chowdary.
3257,"['Drama', 'Family', 'Musical']",Summary: Wealthy businessman  Harkishan  lives in a palatial house  with his womanizing and alcoholic grandson  Prem. He would like Prem to get married  settle down  and look after the business  but...                    
3258,"['Romance', 'Thriller']",Summary: Sapna  who works under a number of aliases  is a modern day female Robin Hood  who steals from whoever she can  so that she can maintain a home for orphans. One day she meets with wealthy ...                    
3259,"['Action', 'Drama']",Summary: After a train crash in a desert  a convicted murderer becomes the unlikely saviour of the survivors against a bunch of opportunistic criminals.
3260,"['Musical', 'Mystery', 'Thriller']",Summary: A maniac serial killer on the prowl  hunting assorted nubile lasses. A mentally unstable ex-army officer who is an utter misogynist. Are they the same man?
3261,"['Drama', 'Romance']",Summary: A story young  middle-class urban working couple wanting to get married and their tribulations in finding a house in the city of Mumbai.
3262,"['Action', 'Crime']",Summary: Daulat Singh and Bhairav Singh are bandits in India and live a violent lifestyle. Daulat is married to Shanta and has two children  Vijay and Geeta. One Diwali he accidentally kills a man  ...                    
3263,['Family'],Summary: A young crusader struggles to free the poor peasants from the clutches of corrupt trustees of the town. He decides to take any measures to get justice.
3264,"['Action', 'Comedy', 'Drama']",Summary: Rajesh belonged to a wealthy family his father turned all his savings from Africa into diamonds and hid it in a belt and was returning to India where he is followed by gang of smugglers he ...                    
3265,"['Action', 'Drama']",Summary: This is a story about two guys who act as mock witnesses and always hang around court to give evidence as per the requirement of the case every time. They have never believed in God but ...                    
3266,"['Mystery', 'Thriller']",Summary: A police detective helps a wealthy shoe company owner search for the young son of the owner's chaufeur whom was kidnapped by a disgruntled ex-employee and his gang for a large ransom.
3267,"['Horror', 'Romance']",Summary: A little girl's body gets eerily possessed by a criminal's soul to get revenge on some of his former criminal friends.
3268,['History'],Summary: The whole film is a story about Jallianwala Bagh massacre in Amritsar.
3269,"['Action', 'Adventure', 'Drama']",Summary: When the rulers of Malwa  Pushpapuri and Paanchal find out that their respective kingdoms are under attack by Jung forces  they consolidate their wealth  hide it underground  surrounded by ...                    
3270,['Drama'],Summary: Add a Plot »
3271,"['Action', 'Adventure', 'Drama']",Summary: Daredevil Circus trapeze artistes  Vijay and Radha  who also goes by the name of Lisa  are in love with each other. The circus is run by Radha's dad  G.D. Sapru. One day they decide to do ...                    
3272,"['Drama', 'Family']",Summary: Retired Judge Shyamlal Kumar lives in a palatial home with his wife and only son  Arvind  who is now studying law and is on his way to become a lawyer  and after that a judge just like his ...                    
3273,"['Action', 'Thriller']",Summary: Kishan has to come up with Rs.25 000/- in less than six months in order to get his sister married to Dharamdas' son. He is told that it is virtually impossible in this time and age to come ...                    
3274,"['Action', 'Drama']",Summary: Ram alias Tiger is the local criminal don in his part of the town where he lives with his mother. His mother wants him to marry and settle down  and give up his criminal activities. Ram ...                    
3275,"['Action', 'Thriller']",Summary: After watching his father  Masterji  getting killed; his sister  Laxmi  getting sexually assaulted by Sangram Singh  Dharamdas and Nandan  and then killing herself; and his younger brother ...                    
3276,"['Drama', 'Romance']",Summary: Aarti  a dancer  is grieving over the death of her lover  Chandan. She is befriended by Inder who eventually falls in love with her. But a revelation about their connected past leaves them in shock.
3277,['Drama'],Summary: The story of an evil politician.
3278,['Drama'],Summary: A young boy lives with his sister away from his mother to study in school. However  he is neither fond of the school nor his new home and decides to run away to be with his mother.
3279,"['Action', 'Crime', 'Drama']",Summary: Bharat Prasad Sharma lives a middle-class lifestyle along with his brother in a small town in India. His brother falls in love with Saraswati and both get intimate. Then Saraswati gets ...                    
3280,"['Action', 'Crime', 'Thriller']",Summary: Ratan runs a legitimate casino  little knowing that he is under surveillance by an international gangster named Mogambha  who is unseen  but heard only. When Ratan is approached and asked ...                    
3281,"['Comedy', 'Drama', 'Family']",Summary: A dying mother leaves her orphan son to her only brother who brings up his nephew with love and care. The nephew grows up with a lot of values. One day the Uncle strikes it rich and is then...                    
3282,"['Crime', 'Drama', 'Romance']",Summary: Kailash Sharma is found guilty of sexually molesting Shanno and killing Dheeraj Kumar Verma  and sentenced to be hanged by the Jammu & Kashmir Sessions Court. After his appeals at both High...                    
3283,"['Action', 'Crime', 'Drama']",Summary: Long lost siblings grow up on opposite sides of the law; the girl becomes a thief and the boy becomes a police officer.
3284,"['Drama', 'Family']",Summary: Brij Mohan leaves his village home and settles down in Bombay  India. His mother refuses to go with him and remains alone in their palatial home. Brij gets married  his wife gives birth and...                    
3285,"['Drama', 'Family']",Summary: Ravi (Rajesh Khanna) accidentally lands a job as postman in a remote village after being an unemployed college graduate for some Time. He meets a variety of people as he fits into rural ...                    
3286,"['Action', 'Crime', 'Drama']",Summary: Radha lives a poor lifestyle in a small town in India along with her brother  Shankar  who is a Hindu Priest (Pandit)  and makes a living driving a truck. Shankar has a close friend in Sher...                    
3287,"['Action', 'Crime', 'Drama']",Summary: A policeman adopts the son of a bandit. A misunderstanding leads the officer's own biological son to believe he is the bandit's son and he takes up a secret life of crime; meanwhile  the adopted son becomes an officer of the law.
3288,"['Comedy', 'Drama', 'Family']",Summary: After the death of their parents  Kamla Gulati and her elder brother live together and assist each other. Soon her brother gets a job and they move up in life. Then Kamla elopes with a ...                    
3289,['Romance'],Summary: Jeetu and Dolly are in love and would like to get married. After seeking Dolly's dad's blessings  they do get married and move in together. They live harmoniously for quite some time  until...                    
3290,"['Comedy', 'Musical', 'Romance']",Summary: It is about a married man involving in romantic escapades outside marriage and learns his mistakes in the end.
3291,['Comedy'],Summary: Refusing to follow his corrupt brother's bad example  a sincere  honest but buffoonish police cadet helps to rout a gang of organised criminals who are involved in treachery  kidnapping and murder.
3292,"['Comedy', 'Drama', 'History']",Summary: Wazed Ali Shah was the ruler of one of the last independent kingdoms of India. The British  intent on controlling this rich country  had sent General Outram on a secret mission to clear the...                    
3293,['Comedy'],Summary: In a small town  situated in a picturesque Indian valley  lives a corrupt Deputy collector  Hare Murari  an equally corrupt Police Superintendent  Pasupathi; a doctor; a Judge; & Professor ...                    
