,input,output
3286,"['Action', 'Crime', 'Drama']","title: Pandit Aur Pathan
Story: Radha lives a poor lifestyle in a small town in India along with her brother  Shankar  who is a Hindu Priest (Pandit)  and makes a living driving a truck. Shankar has a close friend in Sher Khan (Pathaan)  who they treat as their brother. Both men are honest and assist the Police in apprehending stolen items and drugs much to the chagrin of underworld madam  Salma  and her henchmen Birju and Ramzan. They tamper with Shankar's truck  leading to an accident in which he loses his left leg  placing the trio in even more financial hardship. Their woes worsen when Sher is attacked  loses a lot of blood  and is hospitalized. Sher eventually survives with Shankar's assistance. Not satisfied with this outcome  Salma and her men now concoct a devious plan to do away with both Shankar and Sher once and for all.
Suitable Actors: Kiran Kumar|Nazneen|Mehmood|Joginder Shelly|Dheeraj Kumar|Rita Haskar|"
3287,"['Action', 'Crime', 'Drama']","title: Parvarish
Story: Dreaded bandit Mangal Singh is apprehended by Deputy Superintendent of Police  Shamsher Singh  leaving behind a pregnant wife  who gives birth to a son  and passes away. Shamsher and his wife adopt the child  name him Amit  and treat him the same their own son  Kishan. Years later  Mangal is discharged from prison  joins together with his bandit brother  Dilip  and approaches Shamsher to get his son back  but Shamsher refuses. Kishan thinks that he is Mangal's son and starts helping him incognito. Years later both Kishan and Amit have grown up  while Amit is a Police Inspector  Kishan is a teacher in a school for blind children  and Shamsher is now the Police Commissioner. Kishan secretly helps his dad and uncle without anyone's knowledge. Then one day  Amit finds out about Kishan criminal activity  and tells his father about it  but both are unable to prove anything. Then their lives are turned upside down when Amit loses his vision saving Kishan from a time-bomb. Watch what happens ...
Suitable Actors: Shammi Kapoor|Amitabh Bachchan|Vinod Khanna|Neetu Singh|Shabana Azmi|Kader Khan|Amjad Khan|Dev Kumar|Indrani Mukherjee|Heena Kausar|Master Ratan|Master Tito|Chand Usmani|Sheikh|"
3288,"['Comedy', 'Drama', 'Family']","title: Safed Jhoot
Story: After the death of their parents  Kamla Gulati and her elder brother live together and assist each other. Soon her brother gets a job and they move up in life. Then Kamla elopes with a young man and leaves her brother without informing him of her whereabouts. Shortly thereafter her pregnant body is found lifeless  abandoned by her boyfriend. Now Gulati is the President of an organization  and has promoted young Vinod Thakur as it's Vice-President. Gulati goes for a holiday in Panchgani and upon arrival at the local Circuit House meets with a young woman who identifies herself as Vinodini T. Gulati  the daughter of T.N. Gulati. He starts treating her as his sister and becomes very protective toward her. When he finds out that a young man named Amol Palekar alias Ramu is attempting to woo her  he forbids her to see or have any contact with him in any way  as he fears that she may end up like Kamla. He is headed for several surprises as he will soon find out that Vinodini is not who she ...
Suitable Actors: Ashok Kumar|Vinod Mehra|Mithu Mukherjee|Amol Palekar|Vidya Sinha|Deven Verma|"
3289,['Romance'],"title: Priyatama
Story: Jeetu and Dolly are in love and would like to get married. After seeking Dolly's dad's blessings  they do get married and move in together. They live harmoniously for quite some time  until misunderstandings occur  minor molehills soon become mountains  and they threaten to separate from each other. That done  each goes to their respective lawyers to negotiate a divorce. When Dolly's dad finds out about this  he decides to pay them a visit. Alarmed that he will disapprove of their move to separate  both pretend to live together and show him that they are still in love. But truth has the nasty habit of showing up uninvited  and it will not be long before acrimony breaks out in his presence.
Suitable Actors: Jeetendra|Neetu Singh|Rakesh Roshan|Utpal Dutt|Asha Sachdev|I.S. Johar|Asrani|Deven Verma|"
3290,"['Comedy', 'Musical', 'Romance']","title: Manmatha Leelai
Story: The film explores the life journey of a womanizer (Kamal Hassan) and his affairs with various women  including those who are married. The main conflict is between Kamal Hassan's character Madhu and his wife Rekha. Balachander's genius lies in objectifying married women of the city whilst creating a loving wife who's torn between accepting her husband and living a separated life after having discovered the travails of her own father.
Suitable Actors: Kamal Haasan|"
3291,['Comedy'],"title: Ram Bharose
Story: Refusing to follow his corrupt brother's bad example  a sincere  honest but buffoonish police cadet helps to rout a gang of organised criminals who are involved in treachery  kidnapping and murder.
Suitable Actors: Randhir Kapoor|Rekha|Amjad Khan|Dara Singh|Keshto Mukherjee|Kanan Kaushal|Madan Puri|Nasir Hussain|Sujit Kumar|Raza Murad|Tom Alter|Sailesh Kumar|Gajanan Jagirdar|Jagdish Raj|"
3292,"['Comedy', 'Drama', 'History']","title: Shatranj Ke Khilari
Story: Wazed Ali Shah was the ruler of one of the last independent kingdoms of India. The British  intent on controlling this rich country  had sent General Outram on a secret mission to clear the way for an annexation. While pressure was mounting amidst intrigue and political maneuvers  Ali Shah composes poems and listens to music  secluded in his palace. The court was of no help  as exemplified by nobles Mir and Mirza  who  ignoring the situation of their country and all of their duties towards their families  spend their days playing endless parties of chess.
Suitable Actors: Sanjeev Kumar|Saeed Jaffrey|Shabana Azmi|Farida Jalal|Veena|David Abraham|Victor Banerjee|Farooq Shaikh|Tom Alter|Leela Mishra|Barry John|Samarth Narain|Bhudo Advani|Kamu Mukherjee|"
3293,['Comedy'],"title: Saheb Bahadur
Story: In a small town  situated in a picturesque Indian valley  lives a corrupt Deputy collector  Hare Murari  an equally corrupt Police Superintendent  Pasupathi; a doctor; a Judge; & Professor Rampyare. These officials always ensure that no one gets anything done without their permission  thus ensuring that their palms are adequately greased. When a young man named Prem Pratap seeks a license for conducting a song and dance sequence  he too is asked to bribe them  which he does. Subsequently  Hare Murari finds out that Prem Pratap may be a Government Official who has come incognito to investigate and expose them. Hare Murari's and the others worst fears are realized when they find out that Prem has been speaking long distance with none other than the President of India. What follows is hilarious chaos as the officials come together to try and portray themselves as honest and law-abiding citizens.
Suitable Actors: Dev Anand|Priya Rajvansh|Ajit|Om Prakash|"
3295,"['Adventure', 'Comedy', 'Drama']","title: Taxi Taxie
Story: A good-hearted taxi-driver (Amol Palelar) goes out of his way to help his customers  and when times turn bad for him  and he has no one to turn to  his former customers come to assistance. The other priority on his shoulders is to marry - but before that he must accomplish himself.
Suitable Actors: Amol Palekar|Zaheera|Reena Roy|Rama Vij|"
3296,"['Biography', 'Drama']","title: Shirdi Ke Sai Baba
Story: Pooja lives with her doctor husband and a young son. Her son becomes seriously ill and does not respond to any medication  her husband wants him to be moved to a hospital for further treatment  but Pooja has heard of Sai Baba and wants her son to be treated there. Her son regains consciousness for a short while and demands that he be taken to Shirdi  the town of Sai Baba. So they travel there  and that is where they meet with an ardent devotee of Sai Baba who recounts the tale behind the Baba. A young boy who traveled with a marriage procession to Shirdi  he stayed there  grew up  looked after by the kind townspeople  who subsequently named him Sai Baba. He showed Ganpat Rao that he is one with Vithoba and Bhagwan Shri Kishan; he demonstrated to Som Dev that he is one with Bhagwan Shri Shiv; former jailbird Heera regained his eyesight with Sai's blessing; During all of these miracles  the Sai always went door to door begging for alms and food. The legend grew  people flocked all over ...
Suitable Actors: Sudhir Dalvi|Manoj Kumar|Rajendra Kumar|Hema Malini|Shatrughan Sinha|Raj Mehra|"
3297,"['Drama', 'Romance']","title: Tyaag
Story: Chetan and Sunita are in love with each other  and would like to get married. With blessings from their respective parents  they do get married and live a fairly harmonious life. They are blessed with the birth of a baby boy  and their joys know no boundaries. Then Chetan finds out that Sunita is having an affair with another man  acrimony and bitterness arise  and both decide to divorce  with Sunita taking the child with her. Will Chetan and Sunita be re-united ever in this lifetime?
Suitable Actors: Rajesh Khanna|Sharmila Tagore|Prem Chopra|Sulochana Latkar|Mukri|Master Tito|Asit Kumar Sen|Murad|Bindu|Kamal Kapoor|Dheeraj Kumar|Sona Mastan Mirza|Amrit Patel|Tun Tun|"
3298,['Action'],"title: Yaaron Ka Yaar
Story: Low-caste Nathu becomes a proud father of a son  and is asked to fetch some water to clean the child. When he goes to the well  he finds it dry  and goes on to a private pond  owned by Zamindar Jaimal Singh. In Jaimal's house too there is merry-making as his wife has given birth to a baby boy as well  and preparations are made to name the child. When Jaimal finds out that Nathu has polluted the water  he takes his men and severely beats up Nathu  leaving his crippled  and sets fire to the entire village. Nathu loses his son  and is unable to locate his pregnant wife. Angered at this injustice  he abducts Jaimal's son  and disappears into the night. Years later  crippled Nathu has nurtured Jaimal's son  named him Shera  and has taught him how to be a thief. Shera has learned well  but is apprehended and arrested by the police and sent to jail. After his return  Nathu tells him the atrocities inflicted by Jaimal  and Shera swears to avenge this  and sets about to destroy Jaimal and his ...
Suitable Actors: Shatrughan Sinha|Leena Chandavarkar|Prem Nath|Achala Sachdev|Ramesh Deo|Indrani Mukherjee|Tiwari|Master Tito|Helen|Yunus Parvez|Raja Duggal|Aarti|Nana Palsikar|Asit Kumar Sen|"
3299,"['Comedy', 'Drama']","title: Yehi Hai Zindagi
Story: Anand Narayan comes from a poor family  which consists of his wife  Gayetri  daughter  Kamla  and two sons Madhu and Govind. Through hard work  Anand starts on his way to success. He meets with Nekiram  who becomes his business partner  and also his samdhi (in-law) as his daughter is in love with Madhu. Both get married in a simple ceremony. After this marriage  both Nekiram  and Anand and his family work hard at preparing food in a small dhaba  which soon grows into a restaurant  then a larger fancier restaurant  finally a five star hotel. Now Anand and his family are all wealthy and live in a palatial home. Anand gets to talking to Bhagwan Shri Kishan  who regularly visits him and asks about him and his family. Anand proudly takes all the credit  and asks Kishan to accompany him to see his success and his hotel. Bhagwan Kishan declines  but agrees do so later. Things don't go quite as well for Anand  when he finds out that Nekiram has been cheating him. Nekiram leaves the house  but...
Suitable Actors: Sanjeev Kumar|Utpal Dutt|David Abraham|Romesh Sharma|Ramesh Deo|Lucky Ali|Vikram Gokhale|Umesh Sharma|Adil|Rajbaldeo|J.N. Anand|V.D. Puranik|Prakash|Madhukar|"
